0.982775,-0.632797,0.57147,-0.176484,0.994448,-0.63439,
0.985465,-0.418192,0.460176,0.894195,0.975486,-0.819385,
0.989801,-0.640929,0.866038,-0.79197,0.999519,-0.299109,
0.984791,-0.655889,0.0518244,0.870216,0.980426,-0.652574,
0.983394,-0.701126,-0.328163,0.914334,0.978038,-0.400946,
0.984252,-0.778582,-0.373968,0.951226,0.969871,0.1136,
0.995614,-0.198338,0.969548,-0.92995,0.99992,0.536304,
0.995392,-0.45983,0.974862,-0.920421,0.999911,0.588225,
0.576233,-0.999992,-0.999734,0.999886,0.916086,0.527187,
0.994133,-0.710165,0.960211,-0.8366,0.999531,0.330032,
0.985955,-0.842053,-0.604124,0.939225,0.976533,0.0275495,
0.991503,-0.735014,0.926773,-0.772702,0.998524,-0.131948,
0.973691,-0.931324,-0.740923,0.968921,0.976448,-0.254,
0.961481,-0.943977,-0.85484,0.974252,0.974592,-0.266269,
0.958807,-0.9494,-0.869303,0.966869,0.970797,-0.298731,
0.956565,-0.953777,-0.82539,0.957782,0.967139,-0.277737,
0.950115,-0.958254,-0.741171,0.956377,0.962962,-0.262081,
0.941644,-0.96382,-0.584429,0.96351,0.959957,-0.170382,
0.986908,-0.222204,0.928232,-0.788754,0.998824,0.648968,
0.950088,-0.969001,-0.219442,0.973,0.953389,0.524835,
0.984117,-0.166115,0.935445,-0.831264,0.996533,0.828549,
