0.53972,-0.660673,-0.208769,-1.53855,-0.582922,2.42444,-0.461785,"좌 ops, 우 clik",0.226827,-0.637972,-0.0935052,-1.56425,-0.260077,2.48655,-0.635714
0.495156,-0.668532,-0.203495,-1.57277,-0.609837,2.48916,-0.387425,,0.220053,-0.640713,-0.0929785,-1.57543,-0.273141,2.51173,-0.607295
0.469753,-0.672075,-0.205233,-1.57269,-0.612779,2.45908,-0.375579,,0.202471,-0.645096,-0.0944579,-1.58877,-0.294331,2.52881,-0.570178
0.432842,-0.664422,-0.197417,-1.55632,-0.608301,2.42738,-0.303809,,0.174899,-0.644199,-0.0935476,-1.58303,-0.299782,2.51152,-0.529735
0.422153,-0.648086,-0.195799,-1.51113,-0.572103,2.33891,-0.270575,,0.147163,-0.63714,-0.0905172,-1.56315,-0.300353,2.46423,-0.469752
0.409549,-0.637773,-0.199342,-1.4818,-0.540647,2.28462,-0.211384,,0.134427,-0.625935,-0.0917011,-1.52931,-0.300344,2.396,-0.400545
0.362317,-0.635661,-0.192158,-1.48673,-0.529285,2.27761,-0.0731103,,0.113541,-0.619885,-0.0905736,-1.51496,-0.309138,2.36035,-0.291836
0.325804,-0.623374,-0.183724,-1.4642,-0.497235,2.21223,0.0340819,,0.0843678,-0.619659,-0.0852608,-1.5174,-0.32821,2.34086,-0.147788
0.311827,-0.600578,-0.188069,-1.4151,-0.446376,2.12841,0.115856,,0.058196,-0.612551,-0.0788731,-1.50228,-0.335515,2.28777,-0.00788553
0.312595,-0.579847,-0.205952,-1.36586,-0.383505,2.047,0.178839,,0.0458373,-0.593344,-0.0777696,-1.45983,-0.331822,2.20056,0.107628
0.32701,-0.55938,-0.238402,-1.31573,-0.309025,1.96834,0.234207,,0.0474366,-0.568231,-0.0878166,-1.40351,-0.306474,2.102,0.192035
0.353242,-0.545066,-0.283236,-1.27563,-0.226792,1.90185,0.278938,,0.0479788,-0.539158,-0.107074,-1.34364,-0.247457,2.00534,0.244883
0.389381,-0.545395,-0.336329,-1.25913,-0.142637,1.86154,0.310904,,0.0485852,-0.506584,-0.136195,-1.28075,-0.163938,1.91033,0.280152
0.428262,-0.562959,-0.388075,-1.27353,-0.0617853,1.85079,0.337133,,0.0488487,-0.474016,-0.177372,-1.21916,-0.0579228,1.82018,0.304463
0.463039,-0.601774,-0.428131,-1.32557,0.00959876,1.86898,0.360211,,0.0488022,-0.449334,-0.229273,-1.1804,0.0647862,1.75,0.319297
0.488566,-0.657606,-0.453738,-1.41074,0.0698708,1.92665,0.373916,,0.0495508,-0.439895,-0.284963,-1.17525,0.196673,1.70489,0.326633
0.500984,-0.719174,-0.464934,-1.5117,0.116213,2.00773,0.383723,,0.0498874,-0.443432,-0.337674,-1.19984,0.330315,1.68279,0.328402
0.49919,-0.773345,-0.46561,-1.60823,0.149538,2.09564,0.403309,,0.0500174,-0.461305,-0.38149,-1.25502,0.458549,1.67939,0.326752
0.480425,-0.82152,-0.456613,-1.70814,0.181081,2.19287,0.44179,,0.0495461,-0.491492,-0.41539,-1.33477,0.579331,1.69063,0.312632
0.445747,-0.861777,-0.439078,-1.80683,0.208136,2.29675,0.495122,,0.0500053,-0.531294,-0.436143,-1.43081,0.685139,1.7225,0.283738
0.403483,-0.893337,-0.415077,-1.89754,0.233113,2.39658,0.553801,,0.049982,-0.574718,-0.444557,-1.53094,0.772836,1.76797,0.245249
0.360208,-0.91977,-0.388541,-1.98215,0.258671,2.49418,0.613772,,0.04981,-0.621253,-0.445178,-1.63031,0.846833,1.82515,0.204418
0.319966,-0.941317,-0.361763,-2.05837,0.286461,2.58574,0.673937,,0.0498589,-0.67085,-0.438436,-1.72881,0.908813,1.89529,0.168438
0.282931,-0.958018,-0.334452,-2.12512,0.317424,2.66794,0.735788,,0.0503557,-0.724536,-0.422567,-1.82819,0.963376,1.98403,0.140652
0.246362,-0.969264,-0.305657,-2.1812,0.348636,2.73474,0.799776,,0.0511329,-0.781005,-0.397672,-1.92624,1.01353,2.09022,0.122859
0.211454,-0.978316,-0.275968,-2.22844,0.379106,2.78768,0.863004,,0.0520673,-0.835611,-0.366594,-2.01954,1.06745,2.20868,0.113257
0.177317,-0.985397,-0.244768,-2.26868,0.40846,2.82911,0.925346,,0.0529371,-0.884983,-0.329316,-2.1036,1.12979,2.33491,0.109169
0.144426,-0.991459,-0.212646,-2.30399,0.43783,2.86527,0.987506,,0.0539591,-0.926592,-0.285129,-2.17628,1.1994,2.46611,0.108522
0.111114,-0.99716,-0.17904,-2.33425,0.467547,2.89162,1.05202,,0.054933,-0.958621,-0.234176,-2.23459,1.27877,2.59984,0.113226
0.0821227,-1.00255,-0.147009,-2.35817,0.495892,2.90615,1.1131,,0.055783,-0.978551,-0.178416,-2.27645,1.36336,2.72988,0.127498
0.0577259,-1.00817,-0.117256,-2.37792,0.524953,2.91605,1.17339,,0.0560905,-0.988042,-0.123135,-2.30144,1.43779,2.84655,0.159739
0.0381971,-1.01416,-0.0882714,-2.39593,0.556587,2.92479,1.23431,,0.0559105,-0.989684,-0.0717097,-2.31675,1.47532,2.94607,0.231361
0.0233428,-1.01985,-0.0607637,-2.41092,0.590772,2.93303,1.29574,,0.0527236,-0.989237,-0.0247254,-2.33246,1.456,3.02775,0.366609
0.0111024,-1.02481,-0.0329062,-2.42431,0.627028,2.94406,1.35755,,0.0323278,-0.989128,0.0217024,-2.35826,1.35505,3.08172,0.584127
0.00331044,-1.02853,-0.0046592,-2.43636,0.666255,2.96157,1.41964,,-0.0164526,-0.994069,0.0679103,-2.39373,1.19508,3.09666,0.864695
0.00112501,-1.03061,0.0218136,-2.446,0.708033,2.98148,1.47924,,-0.0853154,-1.00466,0.113686,-2.42285,1.04703,3.08559,1.13408
0.00264485,-1.03145,0.0506557,-2.4541,0.75305,3.0071,1.53942,,-0.158054,-1.01895,0.158518,-2.4383,0.940508,3.05406,1.36294
0.00477027,-1.03125,0.0772063,-2.45823,0.786391,3.02497,1.58329,,-0.224332,-1.03528,0.203836,-2.44186,0.876325,3.01537,1.54261
